	name	rating	reviews	company_type	Head_Quarters	Company_Age	No_of_Employee
902	Ernst & Young	3.9	(7k Reviews)	Private	London + 70 more	20 years old	50k-1 Lakh Employees (India)
903	Maruti Suzuki	4.1	(5.6k Reviews)	Public	New Delhi,Delhi + 373 more	39 years old	10k-50k Employees (India)
904	Infosys BPM	4.0	(5.5k Reviews)	Bangalore/Bengaluru,Karnataka + 45 more	20 years old	10k-50k Employees (India)	
905	BYJU'S	3.6	(9.8k Reviews)	Private	Bangalore,Karnataka + 161 more	11 years old	1k-5k Employees (India)
906	HSBC	4.1	(5.6k Reviews)	Private	Pune,Maharashtra + 53 more	20 years old	10k-50k Employees (India)
907	Ericsson	4.3	(5.3k Reviews)	Private	Stockholm,Stockholm County + 130 more	146 years old	10k-50k Employees (India)
908	Bajaj Finserv	4.1	(4.9k Reviews)	Public	Pune,Maharashtra + 638 more	15 years old	10k-50k Employees (India)
909	Conneqt Business...	3.8	(4.8k Reviews)	Private	Mumbai,Maharashtra + 151 more	20 years old	10k-50k Employees (India)
910	IDFC FIRST Bank	4.0	(4.8k Reviews)	Public	Mumbai,Maharashtra + 362 more	4 years old	10k-50k Employees (India)
911	Dr. Reddy's	4.2	(4.8k Reviews)	Public	Hyderabad/Secunderabad,Telangana + 128 more	36 years old	10k-50k Employees (India)
912	Startek	3.5	(4.6k Reviews)	Public	Mumbai,Maharashtra + 50 more	5 years old	5k-10k Employees (India)
913	Mphasis	3.8	(4.6k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 41 more	24 years old	10k-50k Employees (India)
914	Sutherland Globa...	3.9	(4.9k Reviews)	Private	Pittsford,New York + 41 more	36 years old	10k-50k Employees (India)
915	Jana Small Finan...	3.9	(4.5k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 303 more	16 years old	10k-50k Employees (India)
916	Cipla Pharmaceut...	4.1	(4.6k Reviews)	Public	Mumbai,Maharashtra + 185 more	87 years old	10k-50k Employees (India)
917	Yes Bank	4.0	(4.4k Reviews)	Public	Mumbai,Maharashtra + 353 more	18 years old	10k-50k Employees (India)
918	ICICI Prudential...	4.1	(4.3k Reviews)	Public	Mumbai,Maharashtra + 398 more	22 years old	10k-50k Employees (India)
919	Asian Paints	4.3	(4.5k Reviews)	Public	Mumbai,Maharashtra + 331 more	80 years old	10k-50k Employees (India)
920	HCL Group	3.9	(22.6k Reviews)	Chennai + 69 more	50k-1 Lakh Employees (India)		
921	NTT DATA	4.0	(4.5k Reviews)	Private	Chiyoda City,Tokyo + 38 more	34 years old	10k-50k Employees (India)
922	Zydus Cadila	4.1	(5.3k Reviews)	Public	Ahmedabad, India + 134 more	70 years old	5k-10k Employees (India)
923	Udaan	4.2	(4k Reviews)	Private	Bangalore,Karnataka + 295 more	6 years old	1k-5k Employees (India)
924	Indian Army	4.7	(4k Reviews)	Public	New Delhi,Delhi + 264 more	127 years old	1 Lakh+ Employees (India)
925	HDFC Life	4.0	(5.3k Reviews)	Public	Mumbai,Maharashtra + 396 more	22 years old	10k-50k Employees (India)
926	EXL Service	3.9	(5k Reviews)	Private	New York City,New York + 30 more	23 years old	10k-50k Employees (India)
927	Home Credit Fina...	4.2	(3.9k Reviews)	Private	Gurugram + 101 more	10 years old	5k-10k Employees (India)
928	L&T Infotech	3.9	(3.8k Reviews)	Public	Mumbai,Maharashtra + 78 more	26 years old	10k-50k Employees (India)
929	PwC	3.8	(3.7k Reviews)	Partnership	London + 59 more	24 years old	10k-50k Employees (India)
930	Bajaj Finance	4.2	(4.1k Reviews)	Private	Pune,Maharashtra + 591 more	35 years old	10k-50k Employees (India)
931	Bajaj Finance	4.2	(4.1k Reviews)	Private	Pune,Maharashtra + 591 more	35 years old	10k-50k Employees (India)
932	Lupin	4.1	(3.8k Reviews)	Public	Mumbai,Maharashtra + 120 more	54 years old	10k-50k Employees (India)
933	Bajaj Finance	4.2	(4.1k Reviews)	Private	Pune,Maharashtra + 591 more	35 years old	10k-50k Employees (India)
934	Lupin	4.1	(3.8k Reviews)	Public	Mumbai,Maharashtra + 120 more	54 years old	10k-50k Employees (India)
935	UltraTech Cement	4.3	(4.3k Reviews)	Public	Mumbai,Maharashtra + 324 more	39 years old	10k-50k Employees (India)
936	Bajaj Finance	4.2	(4.1k Reviews)	Private	Pune,Maharashtra + 591 more	35 years old	10k-50k Employees (India)
937	Lupin	4.1	(3.8k Reviews)	Public	Mumbai,Maharashtra + 120 more	54 years old	10k-50k Employees (India)
938	UltraTech Cement	4.3	(4.3k Reviews)	Public	Mumbai,Maharashtra + 324 more	39 years old	10k-50k Employees (India)
939	Hindustan Unilev...	4.3	(4.2k Reviews)	Public	Mumbai,Maharashtra + 343 more	89 years old	10k-50k Employees (India)
940	Bajaj Finance	4.2	(4.1k Reviews)	Private	Pune,Maharashtra + 591 more	35 years old	10k-50k Employees (India)
941	Lupin	4.1	(3.8k Reviews)	Public	Mumbai,Maharashtra + 120 more	54 years old	10k-50k Employees (India)
942	UltraTech Cement	4.3	(4.3k Reviews)	Public	Mumbai,Maharashtra + 324 more	39 years old	10k-50k Employees (India)
943	Hindustan Unilev...	4.3	(4.2k Reviews)	Public	Mumbai,Maharashtra + 343 more	89 years old	10k-50k Employees (India)
944	Bajaj Allianz Li...	4.2	(3.6k Reviews)	Private	Pune + 419 more	21 years old	10k-50k Employees (India)
945	Bajaj Finance	4.2	(4.1k Reviews)	Private	Pune,Maharashtra + 591 more	35 years old	10k-50k Employees (India)
946	Lupin	4.1	(3.8k Reviews)	Public	Mumbai,Maharashtra + 120 more	54 years old	10k-50k Employees (India)
947	UltraTech Cement	4.3	(4.3k Reviews)	Public	Mumbai,Maharashtra + 324 more	39 years old	10k-50k Employees (India)
948	Hindustan Unilev...	4.3	(4.2k Reviews)	Public	Mumbai,Maharashtra + 343 more	89 years old	10k-50k Employees (India)
949	Bajaj Allianz Li...	4.2	(3.6k Reviews)	Private	Pune + 419 more	21 years old	10k-50k Employees (India)
950	ITC	3.9	(6.9k Reviews)	Public	Kolkata,West Bengal + 220 more	47 years old	10k-50k Employees (India)
951	Bajaj Finance	4.2	(4.1k Reviews)	Private	Pune,Maharashtra + 591 more	35 years old	10k-50k Employees (India)
952	Lupin	4.1	(3.8k Reviews)	Public	Mumbai,Maharashtra + 120 more	54 years old	10k-50k Employees (India)
953	UltraTech Cement	4.3	(4.3k Reviews)	Public	Mumbai,Maharashtra + 324 more	39 years old	10k-50k Employees (India)
954	Hindustan Unilev...	4.3	(4.2k Reviews)	Public	Mumbai,Maharashtra + 343 more	89 years old	10k-50k Employees (India)
955	Bajaj Allianz Li...	4.2	(3.6k Reviews)	Private	Pune + 419 more	21 years old	10k-50k Employees (India)
956	ITC	3.9	(6.9k Reviews)	Public	Kolkata,West Bengal + 220 more	47 years old	10k-50k Employees (India)
957	Ujjivan Small Fi...	4.1	(3.6k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 377 more	5 years old	10k-50k Employees (India)
958	Bajaj Finance	4.2	(4.1k Reviews)	Private	Pune,Maharashtra + 591 more	35 years old	10k-50k Employees (India)
959	Lupin	4.1	(3.8k Reviews)	Public	Mumbai,Maharashtra + 120 more	54 years old	10k-50k Employees (India)
960	UltraTech Cement	4.3	(4.3k Reviews)	Public	Mumbai,Maharashtra + 324 more	39 years old	10k-50k Employees (India)
961	Hindustan Unilev...	4.3	(4.2k Reviews)	Public	Mumbai,Maharashtra + 343 more	89 years old	10k-50k Employees (India)
962	Bajaj Allianz Li...	4.2	(3.6k Reviews)	Private	Pune + 419 more	21 years old	10k-50k Employees (India)
963	ITC	3.9	(6.9k Reviews)	Public	Kolkata,West Bengal + 220 more	47 years old	10k-50k Employees (India)
964	Ujjivan Small Fi...	4.1	(3.6k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 377 more	5 years old	10k-50k Employees (India)
965	OPPO	4.0	(3.7k Reviews)	Public	Dongguan,Guangdong + 307 more	18 years old	10k-50k Employees (India)
966	Bajaj Finance	4.2	(4.1k Reviews)	Private	Pune,Maharashtra + 591 more	35 years old	10k-50k Employees (India)
967	Lupin	4.1	(3.8k Reviews)	Public	Mumbai,Maharashtra + 120 more	54 years old	10k-50k Employees (India)
968	UltraTech Cement	4.3	(4.3k Reviews)	Public	Mumbai,Maharashtra + 324 more	39 years old	10k-50k Employees (India)
969	Hindustan Unilev...	4.3	(4.2k Reviews)	Public	Mumbai,Maharashtra + 343 more	89 years old	10k-50k Employees (India)
970	Bajaj Allianz Li...	4.2	(3.6k Reviews)	Private	Pune + 419 more	21 years old	10k-50k Employees (India)
971	ITC	3.9	(6.9k Reviews)	Public	Kolkata,West Bengal + 220 more	47 years old	10k-50k Employees (India)
972	Ujjivan Small Fi...	4.1	(3.6k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 377 more	5 years old	10k-50k Employees (India)
973	OPPO	4.0	(3.7k Reviews)	Public	Dongguan,Guangdong + 307 more	18 years old	10k-50k Employees (India)
974	One97 Communicat...	3.7	(3.7k Reviews)	Noida + 227 more	1k-5k Employees (Global)		
975	Bajaj Finance	4.2	(4.1k Reviews)	Private	Pune,Maharashtra + 591 more	35 years old	10k-50k Employees (India)
976	Lupin	4.1	(3.8k Reviews)	Public	Mumbai,Maharashtra + 120 more	54 years old	10k-50k Employees (India)
977	UltraTech Cement	4.3	(4.3k Reviews)	Public	Mumbai,Maharashtra + 324 more	39 years old	10k-50k Employees (India)
978	Hindustan Unilev...	4.3	(4.2k Reviews)	Public	Mumbai,Maharashtra + 343 more	89 years old	10k-50k Employees (India)
979	Bajaj Allianz Li...	4.2	(3.6k Reviews)	Private	Pune + 419 more	21 years old	10k-50k Employees (India)
980	ITC	3.9	(6.9k Reviews)	Public	Kolkata,West Bengal + 220 more	47 years old	10k-50k Employees (India)
981	Ujjivan Small Fi...	4.1	(3.6k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 377 more	5 years old	10k-50k Employees (India)
982	OPPO	4.0	(3.7k Reviews)	Public	Dongguan,Guangdong + 307 more	18 years old	10k-50k Employees (India)
983	One97 Communicat...	3.7	(3.7k Reviews)	Noida + 227 more	1k-5k Employees (Global)		
984	Mindtree	4.1	(3.4k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 25 more	23 years old	10k-50k Employees (India)
985	Bajaj Finance	4.2	(4.1k Reviews)	Private	Pune,Maharashtra + 591 more	35 years old	10k-50k Employees (India)
986	Lupin	4.1	(3.8k Reviews)	Public	Mumbai,Maharashtra + 120 more	54 years old	10k-50k Employees (India)
987	UltraTech Cement	4.3	(4.3k Reviews)	Public	Mumbai,Maharashtra + 324 more	39 years old	10k-50k Employees (India)
988	Hindustan Unilev...	4.3	(4.2k Reviews)	Public	Mumbai,Maharashtra + 343 more	89 years old	10k-50k Employees (India)
989	Bajaj Allianz Li...	4.2	(3.6k Reviews)	Private	Pune + 419 more	21 years old	10k-50k Employees (India)
990	ITC	3.9	(6.9k Reviews)	Public	Kolkata,West Bengal + 220 more	47 years old	10k-50k Employees (India)
991	Ujjivan Small Fi...	4.1	(3.6k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 377 more	5 years old	10k-50k Employees (India)
992	OPPO	4.0	(3.7k Reviews)	Public	Dongguan,Guangdong + 307 more	18 years old	10k-50k Employees (India)
993	One97 Communicat...	3.7	(3.7k Reviews)	Noida + 227 more	1k-5k Employees (Global)		
994	Mindtree	4.1	(3.4k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 25 more	23 years old	10k-50k Employees (India)
995	Shapoorji Pallon...	4.3	(6.5k Reviews)	Private	Mumbai,Maharashtra + 133 more	157 years old	5k-10k Employees (India)
996	Bajaj Finance	4.2	(4.1k Reviews)	Private	Pune,Maharashtra + 591 more	35 years old	10k-50k Employees (India)
997	Lupin	4.1	(3.8k Reviews)	Public	Mumbai,Maharashtra + 120 more	54 years old	10k-50k Employees (India)
998	UltraTech Cement	4.3	(4.3k Reviews)	Public	Mumbai,Maharashtra + 324 more	39 years old	10k-50k Employees (India)
999	Hindustan Unilev...	4.3	(4.2k Reviews)	Public	Mumbai,Maharashtra + 343 more	89 years old	10k-50k Employees (India)
1000	Bajaj Allianz Li...	4.2	(3.6k Reviews)	Private	Pune + 419 more	21 years old	10k-50k Employees (India)
1001	ITC	3.9	(6.9k Reviews)	Public	Kolkata,West Bengal + 220 more	47 years old	10k-50k Employees (India)
1002	Ujjivan Small Fi...	4.1	(3.6k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 377 more	5 years old	10k-50k Employees (India)
1003	OPPO	4.0	(3.7k Reviews)	Public	Dongguan,Guangdong + 307 more	18 years old	10k-50k Employees (India)
1004	One97 Communicat...	3.7	(3.7k Reviews)	Noida + 227 more	1k-5k Employees (Global)		
1005	Mindtree	4.1	(3.4k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 25 more	23 years old	10k-50k Employees (India)
1006	Shapoorji Pallon...	4.3	(6.5k Reviews)	Private	Mumbai,Maharashtra + 133 more	157 years old	5k-10k Employees (India)
1007	KPMG	3.8	(3.5k Reviews)	Partnership	New York + 49 more	35 years old	10k-50k Employees (India)
1008	Bajaj Finance	4.2	(4.1k Reviews)	Private	Pune,Maharashtra + 591 more	35 years old	10k-50k Employees (India)
1009	Lupin	4.1	(3.8k Reviews)	Public	Mumbai,Maharashtra + 120 more	54 years old	10k-50k Employees (India)
1010	UltraTech Cement	4.3	(4.3k Reviews)	Public	Mumbai,Maharashtra + 324 more	39 years old	10k-50k Employees (India)
1011	Hindustan Unilev...	4.3	(4.2k Reviews)	Public	Mumbai,Maharashtra + 343 more	89 years old	10k-50k Employees (India)
1012	Bajaj Allianz Li...	4.2	(3.6k Reviews)	Private	Pune + 419 more	21 years old	10k-50k Employees (India)
1013	ITC	3.9	(6.9k Reviews)	Public	Kolkata,West Bengal + 220 more	47 years old	10k-50k Employees (India)
1014	Ujjivan Small Fi...	4.1	(3.6k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 377 more	5 years old	10k-50k Employees (India)
1015	OPPO	4.0	(3.7k Reviews)	Public	Dongguan,Guangdong + 307 more	18 years old	10k-50k Employees (India)
1016	One97 Communicat...	3.7	(3.7k Reviews)	Noida + 227 more	1k-5k Employees (Global)		
1017	Mindtree	4.1	(3.4k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 25 more	23 years old	10k-50k Employees (India)
1018	Shapoorji Pallon...	4.3	(6.5k Reviews)	Private	Mumbai,Maharashtra + 133 more	157 years old	5k-10k Employees (India)
1019	KPMG	3.8	(3.5k Reviews)	Partnership	New York + 49 more	35 years old	10k-50k Employees (India)
1020	IIFL	3.9	(3.4k Reviews)	Public	Mumbai,Maharashtra + 450 more	27 years old	10k-50k Employees (India)
1021	Bajaj Finance	4.2	(4.1k Reviews)	Private	Pune,Maharashtra + 591 more	35 years old	10k-50k Employees (India)
1022	Lupin	4.1	(3.8k Reviews)	Public	Mumbai,Maharashtra + 120 more	54 years old	10k-50k Employees (India)
1023	UltraTech Cement	4.3	(4.3k Reviews)	Public	Mumbai,Maharashtra + 324 more	39 years old	10k-50k Employees (India)
1024	Hindustan Unilev...	4.3	(4.2k Reviews)	Public	Mumbai,Maharashtra + 343 more	89 years old	10k-50k Employees (India)
1025	Bajaj Allianz Li...	4.2	(3.6k Reviews)	Private	Pune + 419 more	21 years old	10k-50k Employees (India)
1026	ITC	3.9	(6.9k Reviews)	Public	Kolkata,West Bengal + 220 more	47 years old	10k-50k Employees (India)
1027	Ujjivan Small Fi...	4.1	(3.6k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 377 more	5 years old	10k-50k Employees (India)
1028	OPPO	4.0	(3.7k Reviews)	Public	Dongguan,Guangdong + 307 more	18 years old	10k-50k Employees (India)
1029	One97 Communicat...	3.7	(3.7k Reviews)	Noida + 227 more	1k-5k Employees (Global)		
1030	Mindtree	4.1	(3.4k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 25 more	23 years old	10k-50k Employees (India)
1031	Shapoorji Pallon...	4.3	(6.5k Reviews)	Private	Mumbai,Maharashtra + 133 more	157 years old	5k-10k Employees (India)
1032	KPMG	3.8	(3.5k Reviews)	Partnership	New York + 49 more	35 years old	10k-50k Employees (India)
1033	IIFL	3.9	(3.4k Reviews)	Public	Mumbai,Maharashtra + 450 more	27 years old	10k-50k Employees (India)
1034	JP Morgan Chase	4.2	(3.4k Reviews)	Private	New York,New York + 20 more	22 years old	10k-50k Employees (India)
1035	Bajaj Finance	4.2	(4.1k Reviews)	Private	Pune,Maharashtra + 591 more	35 years old	10k-50k Employees (India)
1036	Lupin	4.1	(3.8k Reviews)	Public	Mumbai,Maharashtra + 120 more	54 years old	10k-50k Employees (India)
1037	UltraTech Cement	4.3	(4.3k Reviews)	Public	Mumbai,Maharashtra + 324 more	39 years old	10k-50k Employees (India)
1038	Hindustan Unilev...	4.3	(4.2k Reviews)	Public	Mumbai,Maharashtra + 343 more	89 years old	10k-50k Employees (India)
1039	Bajaj Allianz Li...	4.2	(3.6k Reviews)	Private	Pune + 419 more	21 years old	10k-50k Employees (India)
1040	ITC	3.9	(6.9k Reviews)	Public	Kolkata,West Bengal + 220 more	47 years old	10k-50k Employees (India)
1041	Ujjivan Small Fi...	4.1	(3.6k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 377 more	5 years old	10k-50k Employees (India)
1042	OPPO	4.0	(3.7k Reviews)	Public	Dongguan,Guangdong + 307 more	18 years old	10k-50k Employees (India)
1043	One97 Communicat...	3.7	(3.7k Reviews)	Noida + 227 more	1k-5k Employees (Global)		
1044	Mindtree	4.1	(3.4k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 25 more	23 years old	10k-50k Employees (India)
1045	Shapoorji Pallon...	4.3	(6.5k Reviews)	Private	Mumbai,Maharashtra + 133 more	157 years old	5k-10k Employees (India)
1046	KPMG	3.8	(3.5k Reviews)	Partnership	New York + 49 more	35 years old	10k-50k Employees (India)
1047	IIFL	3.9	(3.4k Reviews)	Public	Mumbai,Maharashtra + 450 more	27 years old	10k-50k Employees (India)
1048	JP Morgan Chase	4.2	(3.4k Reviews)	Private	New York,New York + 20 more	22 years old	10k-50k Employees (India)
1049	Ashok Leyland	4.1	(3.4k Reviews)	Public	Chennai,Tamil Nadu + 184 more	74 years old	10k-50k Employees (India)
1050	Bajaj Finance	4.2	(4.1k Reviews)	Private	Pune,Maharashtra + 591 more	35 years old	10k-50k Employees (India)
1051	Lupin	4.1	(3.8k Reviews)	Public	Mumbai,Maharashtra + 120 more	54 years old	10k-50k Employees (India)
1052	UltraTech Cement	4.3	(4.3k Reviews)	Public	Mumbai,Maharashtra + 324 more	39 years old	10k-50k Employees (India)
1053	Hindustan Unilev...	4.3	(4.2k Reviews)	Public	Mumbai,Maharashtra + 343 more	89 years old	10k-50k Employees (India)
1054	Bajaj Allianz Li...	4.2	(3.6k Reviews)	Private	Pune + 419 more	21 years old	10k-50k Employees (India)
1055	ITC	3.9	(6.9k Reviews)	Public	Kolkata,West Bengal + 220 more	47 years old	10k-50k Employees (India)
1056	Ujjivan Small Fi...	4.1	(3.6k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 377 more	5 years old	10k-50k Employees (India)
1057	OPPO	4.0	(3.7k Reviews)	Public	Dongguan,Guangdong + 307 more	18 years old	10k-50k Employees (India)
1058	One97 Communicat...	3.7	(3.7k Reviews)	Noida + 227 more	1k-5k Employees (Global)		
1059	Mindtree	4.1	(3.4k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 25 more	23 years old	10k-50k Employees (India)
1060	Shapoorji Pallon...	4.3	(6.5k Reviews)	Private	Mumbai,Maharashtra + 133 more	157 years old	5k-10k Employees (India)
1061	KPMG	3.8	(3.5k Reviews)	Partnership	New York + 49 more	35 years old	10k-50k Employees (India)
1062	IIFL	3.9	(3.4k Reviews)	Public	Mumbai,Maharashtra + 450 more	27 years old	10k-50k Employees (India)
1063	JP Morgan Chase	4.2	(3.4k Reviews)	Private	New York,New York + 20 more	22 years old	10k-50k Employees (India)
1064	Ashok Leyland	4.1	(3.4k Reviews)	Public	Chennai,Tamil Nadu + 184 more	74 years old	10k-50k Employees (India)
1065	Shriram Transpor...	4.2	(3.7k Reviews)	Public	Mumbai,Maharashtra + 646 more	43 years old	10k-50k Employees (India)
1066	Bajaj Finance	4.2	(4.1k Reviews)	Private	Pune,Maharashtra + 591 more	35 years old	10k-50k Employees (India)
1067	Lupin	4.1	(3.8k Reviews)	Public	Mumbai,Maharashtra + 120 more	54 years old	10k-50k Employees (India)
1068	UltraTech Cement	4.3	(4.3k Reviews)	Public	Mumbai,Maharashtra + 324 more	39 years old	10k-50k Employees (India)
1069	Hindustan Unilev...	4.3	(4.2k Reviews)	Public	Mumbai,Maharashtra + 343 more	89 years old	10k-50k Employees (India)
1070	Bajaj Allianz Li...	4.2	(3.6k Reviews)	Private	Pune + 419 more	21 years old	10k-50k Employees (India)
1071	ITC	3.9	(6.9k Reviews)	Public	Kolkata,West Bengal + 220 more	47 years old	10k-50k Employees (India)
1072	Ujjivan Small Fi...	4.1	(3.6k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 377 more	5 years old	10k-50k Employees (India)
1073	OPPO	4.0	(3.7k Reviews)	Public	Dongguan,Guangdong + 307 more	18 years old	10k-50k Employees (India)
1074	One97 Communicat...	3.7	(3.7k Reviews)	Noida + 227 more	1k-5k Employees (Global)		
1075	Mindtree	4.1	(3.4k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 25 more	23 years old	10k-50k Employees (India)
1076	Shapoorji Pallon...	4.3	(6.5k Reviews)	Private	Mumbai,Maharashtra + 133 more	157 years old	5k-10k Employees (India)
1077	KPMG	3.8	(3.5k Reviews)	Partnership	New York + 49 more	35 years old	10k-50k Employees (India)
1078	IIFL	3.9	(3.4k Reviews)	Public	Mumbai,Maharashtra + 450 more	27 years old	10k-50k Employees (India)
1079	JP Morgan Chase	4.2	(3.4k Reviews)	Private	New York,New York + 20 more	22 years old	10k-50k Employees (India)
1080	Ashok Leyland	4.1	(3.4k Reviews)	Public	Chennai,Tamil Nadu + 184 more	74 years old	10k-50k Employees (India)
1081	Shriram Transpor...	4.2	(3.7k Reviews)	Public	Mumbai,Maharashtra + 646 more	43 years old	10k-50k Employees (India)
1082	Mahindra & Mahin...	4.3	(4.8k Reviews)	Public	Mumbai,Maharashtra + 549 more	31 years old	10k-50k Employees (India)
1083	Bajaj Finance	4.2	(4.1k Reviews)	Private	Pune,Maharashtra + 591 more	35 years old	10k-50k Employees (India)
1084	Lupin	4.1	(3.8k Reviews)	Public	Mumbai,Maharashtra + 120 more	54 years old	10k-50k Employees (India)
1085	UltraTech Cement	4.3	(4.3k Reviews)	Public	Mumbai,Maharashtra + 324 more	39 years old	10k-50k Employees (India)
1086	Hindustan Unilev...	4.3	(4.2k Reviews)	Public	Mumbai,Maharashtra + 343 more	89 years old	10k-50k Employees (India)
1087	Bajaj Allianz Li...	4.2	(3.6k Reviews)	Private	Pune + 419 more	21 years old	10k-50k Employees (India)
1088	ITC	3.9	(6.9k Reviews)	Public	Kolkata,West Bengal + 220 more	47 years old	10k-50k Employees (India)
1089	Ujjivan Small Fi...	4.1	(3.6k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 377 more	5 years old	10k-50k Employees (India)
1090	OPPO	4.0	(3.7k Reviews)	Public	Dongguan,Guangdong + 307 more	18 years old	10k-50k Employees (India)
1091	One97 Communicat...	3.7	(3.7k Reviews)	Noida + 227 more	1k-5k Employees (Global)		
1092	Mindtree	4.1	(3.4k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 25 more	23 years old	10k-50k Employees (India)
1093	Shapoorji Pallon...	4.3	(6.5k Reviews)	Private	Mumbai,Maharashtra + 133 more	157 years old	5k-10k Employees (India)
1094	KPMG	3.8	(3.5k Reviews)	Partnership	New York + 49 more	35 years old	10k-50k Employees (India)
1095	IIFL	3.9	(3.4k Reviews)	Public	Mumbai,Maharashtra + 450 more	27 years old	10k-50k Employees (India)
1096	JP Morgan Chase	4.2	(3.4k Reviews)	Private	New York,New York + 20 more	22 years old	10k-50k Employees (India)
1097	Ashok Leyland	4.1	(3.4k Reviews)	Public	Chennai,Tamil Nadu + 184 more	74 years old	10k-50k Employees (India)
1098	Shriram Transpor...	4.2	(3.7k Reviews)	Public	Mumbai,Maharashtra + 646 more	43 years old	10k-50k Employees (India)
1099	Mahindra & Mahin...	4.3	(4.8k Reviews)	Public	Mumbai,Maharashtra + 549 more	31 years old	10k-50k Employees (India)
1100	Sun Pharmaceutic...	4.1	(3.8k Reviews)	Public	Mumbai + 141 more	39 years old	10k-50k Employees (India)
1101	Bajaj Finance	4.2	(4.1k Reviews)	Private	Pune,Maharashtra + 591 more	35 years old	10k-50k Employees (India)
1102	Lupin	4.1	(3.8k Reviews)	Public	Mumbai,Maharashtra + 120 more	54 years old	10k-50k Employees (India)
1103	UltraTech Cement	4.3	(4.3k Reviews)	Public	Mumbai,Maharashtra + 324 more	39 years old	10k-50k Employees (India)
1104	Hindustan Unilev...	4.3	(4.2k Reviews)	Public	Mumbai,Maharashtra + 343 more	89 years old	10k-50k Employees (India)
1105	Bajaj Allianz Li...	4.2	(3.6k Reviews)	Private	Pune + 419 more	21 years old	10k-50k Employees (India)
1106	ITC	3.9	(6.9k Reviews)	Public	Kolkata,West Bengal + 220 more	47 years old	10k-50k Employees (India)
1107	Ujjivan Small Fi...	4.1	(3.6k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 377 more	5 years old	10k-50k Employees (India)
1108	OPPO	4.0	(3.7k Reviews)	Public	Dongguan,Guangdong + 307 more	18 years old	10k-50k Employees (India)
1109	One97 Communicat...	3.7	(3.7k Reviews)	Noida + 227 more	1k-5k Employees (Global)		
1110	Mindtree	4.1	(3.4k Reviews)	Public	Bangalore/Bengaluru,Karnataka + 25 more	23 years old	10k-50k Employees (India)
1111	Shapoorji Pallon...	4.3	(6.5k Reviews)	Private	Mumbai,Maharashtra + 133 more	157 years old	5k-10k Employees (India)
1112	KPMG	3.8	(3.5k Reviews)	Partnership	New York + 49 more	35 years old	10k-50k Employees (India)
1113	IIFL	3.9	(3.4k Reviews)	Public	Mumbai,Maharashtra + 450 more	27 years old	10k-50k Employees (India)
1114	JP Morgan Chase	4.2	(3.4k Reviews)	Private	New York,New York + 20 more	22 years old	10k-50k Employees (India)
1115	Ashok Leyland	4.1	(3.4k Reviews)	Public	Chennai,Tamil Nadu + 184 more	74 years old	10k-50k Employees (India)
1116	Shriram Transpor...	4.2	(3.7k Reviews)	Public	Mumbai,Maharashtra + 646 more	43 years old	10k-50k Employees (India)
1117	Mahindra & Mahin...	4.3	(4.8k Reviews)	Public	Mumbai,Maharashtra + 549 more	31 years old	10k-50k Employees (India)
1118	Sun Pharmaceutic...	4.1	(3.8k Reviews)	Public	Mumbai + 141 more	39 years old	10k-50k Employees (India)
1119	Intelenet Global...	3.7	(3.3k Reviews)	Private	Mumbai,Maharashtra + 57 more	22 years old	10k-50k Employees (India)
1120	Bajaj Finance	4.2	(4.1k Reviews)	Private	Pune,Maharashtra + 591 more	35 years old	10k-50k Employees (India)
1121	Lupin	4.1	(3.8k Reviews)	Public	Mumbai,Maharashtra + 120 more	54 years old	10k-50k Employees (India)
1122	UltraTech Cement	4.3	(4.3k Reviews)	Public	Mumbai,Maharashtra + 324 more	39 years old	10k-50k Employees (India)
1123	Hindustan Unilev...	4.3	(4.2k Reviews)	Public	Mumbai,Maharashtra + 343 more	89 years old	10k-50k Employees (India)
1124	Bajaj Allianz Li...	4.2	(3.6k Reviews)	Private	Pune + 419 more	21 years old	10k-50k Employees (India)
1125	ITC	3.9	(6.9k Reviews)	Public	Kolkata,West Bengal + 220 more	47 years old	10k-50k Employees (India)
